GEOID,B19013_001E,SUMLEVEL,ST,COUNTY,BLKGRP,COMPONENT,NAME,TRACT,,,
15000US060371247003,57404,150,6,37,3,0,Block Group 3, Census Tract 1247, Los Angeles County, California,124700
15000US060371247004,62902,150,6,37,4,0,Block Group 4, Census Tract 1247, Los Angeles County, California,124700
15000US060371249021,47206,150,6,37,1,0,Block Group 1, Census Tract 1249.02, Los Angeles County, California,124902
15000US060371249031,49196,150,6,37,1,0,Block Group 1, Census Tract 1249.03, Los Angeles County, California,124903
15000US060371249032,39688,150,6,37,2,0,Block Group 2, Census Tract 1249.03, Los Angeles County, California,124903
15000US060371251001,48895,150,6,37,1,0,Block Group 1, Census Tract 1251, Los Angeles County, California,125100
15000US060371251002,65098,150,6,37,2,0,Block Group 2, Census Tract 1251, Los Angeles County, California,125100
15000US060371251003,67344,150,6,37,3,0,Block Group 3, Census Tract 1251, Los Angeles County, California,125100
15000US060371251004,76319,150,6,37,4,0,Block Group 4, Census Tract 1251, Los Angeles County, California,125100
15000US060371252001,34063,150,6,37,1,0,Block Group 1, Census Tract 1252, Los Angeles County, California,125200
15000US060371252002,53816,150,6,37,2,0,Block Group 2, Census Tract 1252, Los Angeles County, California,125200
15000US060371252003,81875,150,6,37,3,0,Block Group 3, Census Tract 1252, Los Angeles County, California,125200
15000US060371253101,34883,150,6,37,1,0,Block Group 1, Census Tract 1253.10, Los Angeles County, California,125310
15000US060371253102,31000,150,6,37,2,0,Block Group 2, Census Tract 1253.10, Los Angeles County, California,125310
15000US060371253103,41857,150,6,37,3,0,Block Group 3, Census Tract 1253.10, Los Angeles County, California,125310
15000US060371253201,36531,150,6,37,1,0,Block Group 1, Census Tract 1253.20, Los Angeles County, California,125320
15000US060371253202,49282,150,6,37,2,0,Block Group 2, Census Tract 1253.20, Los Angeles County, California,125320
15000US060371254011,44548,150,6,37,1,0,Block Group 1, Census Tract 1254.01, Los Angeles County, California,125401
15000US060371254012,58519,150,6,37,2,0,Block Group 2, Census Tract 1254.01, Los Angeles County, California,125401
15000US060371254021,75541,150,6,37,1,0,Block Group 1, Census Tract 1254.02, Los Angeles County, California,125402
15000US060371254022,82019,150,6,37,2,0,Block Group 2, Census Tract 1254.02, Los Angeles County, California,125402
15000US060371254023,67688,150,6,37,3,0,Block Group 3, Census Tract 1254.02, Los Angeles County, California,125402
15000US060371255011,41758,150,6,37,1,0,Block Group 1, Census Tract 1255.01, Los Angeles County, California,125501
15000US060371255012,63008,150,6,37,2,0,Block Group 2, Census Tract 1255.01, Los Angeles County, California,125501
15000US060371255021,54808,150,6,37,1,0,Block Group 1, Census Tract 1255.02, Los Angeles County, California,125502
15000US060371255022,52639,150,6,37,2,0,Block Group 2, Census Tract 1255.02, Los Angeles County, California,125502
15000US060371256001,91553,150,6,37,1,0,Block Group 1, Census Tract 1256, Los Angeles County, California,125600
15000US060371256002,86705,150,6,37,2,0,Block Group 2, Census Tract 1256, Los Angeles County, California,125600
15000US060371256003,77500,150,6,37,3,0,Block Group 3, Census Tract 1256, Los Angeles County, California,125600
15000US060371271021,36316,150,6,37,1,0,Block Group 1, Census Tract 1271.02, Los Angeles County, California,127102
15000US060371271022,32625,150,6,37,2,0,Block Group 2, Census Tract 1271.02, Los Angeles County, California,127102
15000US060371271031,38438,150,6,37,1,0,Block Group 1, Census Tract 1271.03, Los Angeles County, California,127103
15000US060371271041,39052,150,6,37,1,0,Block Group 1, Census Tract 1271.04, Los Angeles County, California,127104
15000US060371271042,38269,150,6,37,2,0,Block Group 2, Census Tract 1271.04, Los Angeles County, California,127104
15000US060371272101,44674,150,6,37,1,0,Block Group 1, Census Tract 1272.10, Los Angeles County, California,127210
15000US060371272102,39831,150,6,37,2,0,Block Group 2, Census Tract 1272.10, Los Angeles County, California,127210
15000US060371272103,49483,150,6,37,3,0,Block Group 3, Census Tract 1272.10, Los Angeles County, California,127210
15000US060371272201,34199,150,6,37,1,0,Block Group 1, Census Tract 1272.20, Los Angeles County, California,127220
15000US060371272202,32743,150,6,37,2,0,Block Group 2, Census Tract 1272.20, Los Angeles County, California,127220
15000US060371273001,50417,150,6,37,1,0,Block Group 1, Census Tract 1273, Los Angeles County, California,127300
15000US060371273002,34828,150,6,37,2,0,Block Group 2, Census Tract 1273, Los Angeles County, California,127300
15000US060371274001,47813,150,6,37,1,0,Block Group 1, Census Tract 1274, Los Angeles County, California,127400
15000US060371274002,52917,150,6,37,2,0,Block Group 2, Census Tract 1274, Los Angeles County, California,127400
15000US060371274003,34432,150,6,37,3,0,Block Group 3, Census Tract 1274, Los Angeles County, California,127400
15000US060371274004,28173,150,6,37,4,0,Block Group 4, Census Tract 1274, Los Angeles County, California,127400
15000US060371275201,38472,150,6,37,1,0,Block Group 1, Census Tract 1275.20, Los Angeles County, California,127520
15000US060371275202,35341,150,6,37,2,0,Block Group 2, Census Tract 1275.20, Los Angeles County, California,127520
15000US060371276031,54661,150,6,37,1,0,Block Group 1, Census Tract 1276.03, Los Angeles County, California,127603
15000US060371276032,40486,150,6,37,2,0,Block Group 2, Census Tract 1276.03, Los Angeles County, California,127603
15000US060371276041,22323,150,6,37,1,0,Block Group 1, Census Tract 1276.04, Los Angeles County, California,127604
15000US060371276051,53942,150,6,37,1,0,Block Group 1, Census Tract 1276.05, Los Angeles County, California,127605
15000US060371276052,35580,150,6,37,2,0,Block Group 2, Census Tract 1276.05, Los Angeles County, California,127605
15000US060371276061,80577,150,6,37,1,0,Block Group 1, Census Tract 1276.06, Los Angeles County, California,127606
15000US060371276062,39271,150,6,37,2,0,Block Group 2, Census Tract 1276.06, Los Angeles County, California,127606
15000US060371277111,48760,150,6,37,1,0,Block Group 1, Census Tract 1277.11, Los Angeles County, California,127711
15000US060371277112,97969,150,6,37,2,0,Block Group 2, Census Tract 1277.11, Los Angeles County, California,127711
15000US060371277121,19344,150,6,37,1,0,Block Group 1, Census Tract 1277.12, Los Angeles County, California,127712
15000US060371277122,28915,150,6,37,2,0,Block Group 2, Census Tract 1277.12, Los Angeles County, California,127712
15000US060371278031,27313,150,6,37,1,0,Block Group 1, Census Tract 1278.03, Los Angeles County, California,127803
15000US060371278032,36815,150,6,37,2,0,Block Group 2, Census Tract 1278.03, Los Angeles County, California,127803
15000US060371278041,39179,150,6,37,1,0,Block Group 1, Census Tract 1278.04, Los Angeles County, California,127804
15000US060371278051,32539,150,6,37,1,0,Block Group 1, Census Tract 1278.05, Los Angeles County, California,127805
15000US060371278052,44632,150,6,37,2,0,Block Group 2, Census Tract 1278.05, Los Angeles County, California,127805
15000US060371278053,41825,150,6,37,3,0,Block Group 3, Census Tract 1278.05, Los Angeles County, California,127805
15000US060371278061,25761,150,6,37,1,0,Block Group 1, Census Tract 1278.06, Los Angeles County, California,127806
15000US060371278062,34632,150,6,37,2,0,Block Group 2, Census Tract 1278.06, Los Angeles County, California,127806
15000US060371278063,44361,150,6,37,3,0,Block Group 3, Census Tract 1278.06, Los Angeles County, California,127806
15000US060371279101,34559,150,6,37,1,0,Block Group 1, Census Tract 1279.10, Los Angeles County, California,127910
15000US060371279102,28365,150,6,37,2,0,Block Group 2, Census Tract 1279.10, Los Angeles County, California,127910
15000US060371279201,41615,150,6,37,1,0,Block Group 1, Census Tract 1279.20, Los Angeles County, California,127920
15000US060371279202,42969,150,6,37,2,0,Block Group 2, Census Tract 1279.20, Los Angeles County, California,127920
15000US060371281011,47279,150,6,37,1,0,Block Group 1, Census Tract 1281.01, Los Angeles County, California,128101
15000US060371281012,44974,150,6,37,2,0,Block Group 2, Census Tract 1281.01, Los Angeles County, California,128101
15000US060371281021,37314,150,6,37,1,0,Block Group 1, Census Tract 1281.02, Los Angeles County, California,128102
15000US060371281022,32500,150,6,37,2,0,Block Group 2, Census Tract 1281.02, Los Angeles County, California,128102
15000US060371282101,32153,150,6,37,1,0,Block Group 1, Census Tract 1282.10, Los Angeles County, California,128210
15000US060371282102,27008,150,6,37,2,0,Block Group 2, Census Tract 1282.10, Los Angeles County, California,128210
15000US060371282201,45690,150,6,37,1,0,Block Group 1, Census Tract 1282.20, Los Angeles County, California,128220
15000US060371282202,47228,150,6,37,2,0,Block Group 2, Census Tract 1282.20, Los Angeles County, California,128220
15000US060371283021,31810,150,6,37,1,0,Block Group 1, Census Tract 1283.02, Los Angeles County, California,128302
15000US060371283022,29214,150,6,37,2,0,Block Group 2, Census Tract 1283.02, Los Angeles County, California,128302
15000US060371283031,26773,150,6,37,1,0,Block Group 1, Census Tract 1283.03, Los Angeles County, California,128303
15000US060371283032,36417,150,6,37,2,0,Block Group 2, Census Tract 1283.03, Los Angeles County, California,128303
15000US060371284001,53750,150,6,37,1,0,Block Group 1, Census Tract 1284, Los Angeles County, California,128400
15000US060371284002,52926,150,6,37,2,0,Block Group 2, Census Tract 1284, Los Angeles County, California,128400
15000US060371284003,48676,150,6,37,3,0,Block Group 3, Census Tract 1284, Los Angeles County, California,128400
15000US060371284004,60263,150,6,37,4,0,Block Group 4, Census Tract 1284, Los Angeles County, California,128400
15000US060371285001,66583,150,6,37,1,0,Block Group 1, Census Tract 1285, Los Angeles County, California,128500
15000US060371285002,60950,150,6,37,2,0,Block Group 2, Census Tract 1285, Los Angeles County, California,128500
15000US060371286011,31191,150,6,37,1,0,Block Group 1, Census Tract 1286.01, Los Angeles County, California,128601
15000US060371286012,52396,150,6,37,2,0,Block Group 2, Census Tract 1286.01, Los Angeles County, California,128601
15000US060371286021,88125,150,6,37,1,0,Block Group 1, Census Tract 1286.02, Los Angeles County, California,128602
15000US060371286022,61667,150,6,37,2,0,Block Group 2, Census Tract 1286.02, Los Angeles County, California,128602
15000US060371286023,87250,150,6,37,3,0,Block Group 3, Census Tract 1286.02, Los Angeles County, California,128602
15000US060371287021,116359,150,6,37,1,0,Block Group 1, Census Tract 1287.02, Los Angeles County, California,128702
15000US060371287022,64453,150,6,37,2,0,Block Group 2, Census Tract 1287.02, Los Angeles County, California,128702
15000US060371287023,59544,150,6,37,3,0,Block Group 3, Census Tract 1287.02, Los Angeles County, California,128702
15000US060371287024,46188,150,6,37,4,0,Block Group 4, Census Tract 1287.02, Los Angeles County, California,128702
15000US060371288011,56500,150,6,37,1,0,Block Group 1, Census Tract 1288.01, Los Angeles County, California,128801
15000US060371288012,62917,150,6,37,2,0,Block Group 2, Census Tract 1288.01, Los Angeles County, California,128801
15000US060371288021,86250,150,6,37,1,0,Block Group 1, Census Tract 1288.02, Los Angeles County, California,128802
15000US060371288022,87500,150,6,37,2,0,Block Group 2, Census Tract 1288.02, Los Angeles County, California,128802
15000US060371288023,54738,150,6,37,3,0,Block Group 3, Census Tract 1288.02, Los Angeles County, California,128802
15000US060371289101,64181,150,6,37,1,0,Block Group 1, Census Tract 1289.10, Los Angeles County, California,128910
15000US060371289102,62578,150,6,37,2,0,Block Group 2, Census Tract 1289.10, Los Angeles County, California,128910
15000US060371289103,63594,150,6,37,3,0,Block Group 3, Census Tract 1289.10, Los Angeles County, California,128910
15000US060371310101,38603,150,6,37,1,0,Block Group 1, Census Tract 1310.10, Los Angeles County, California,131010
15000US060371310102,42446,150,6,37,2,0,Block Group 2, Census Tract 1310.10, Los Angeles County, California,131010
15000US060371310201,62188,150,6,37,1,0,Block Group 1, Census Tract 1310.20, Los Angeles County, California,131020
15000US060371310202,42344,150,6,37,2,0,Block Group 2, Census Tract 1310.20, Los Angeles County, California,131020
15000US060371310203,59491,150,6,37,3,0,Block Group 3, Census Tract 1310.20, Los Angeles County, California,131020
15000US060371311001,74097,150,6,37,1,0,Block Group 1, Census Tract 1311, Los Angeles County, California,131100
15000US060371311002,91389,150,6,37,2,0,Block Group 2, Census Tract 1311, Los Angeles County, California,131100
15000US060371311003,64188,150,6,37,3,0,Block Group 3, Census Tract 1311, Los Angeles County, California,131100
15000US060371312001,63250,150,6,37,1,0,Block Group 1, Census Tract 1312, Los Angeles County, California,131200
15000US060371312002,59180,150,6,37,2,0,Block Group 2, Census Tract 1312, Los Angeles County, California,131200
15000US060371312003,90338,150,6,37,3,0,Block Group 3, Census Tract 1312, Los Angeles County, California,131200
15000US060371313001,52560,150,6,37,1,0,Block Group 1, Census Tract 1313, Los Angeles County, California,131300
15000US060371313002,98382,150,6,37,2,0,Block Group 2, Census Tract 1313, Los Angeles County, California,131300
15000US060371313003,71118,150,6,37,3,0,Block Group 3, Census Tract 1313, Los Angeles County, California,131300
15000US060371313004,45875,150,6,37,4,0,Block Group 4, Census Tract 1313, Los Angeles County, California,131300
15000US060371314001,57434,150,6,37,1,0,Block Group 1, Census Tract 1314, Los Angeles County, California,131400
15000US060371314002,55966,150,6,37,2,0,Block Group 2, Census Tract 1314, Los Angeles County, California,131400
15000US060371316001,68476,150,6,37,1,0,Block Group 1, Census Tract 1316, Los Angeles County, California,131600
15000US060371316002,80469,150,6,37,2,0,Block Group 2, Census Tract 1316, Los Angeles County, California,131600
15000US060371316003,55294,150,6,37,3,0,Block Group 3, Census Tract 1316, Los Angeles County, California,131600
15000US060371316004,68824,150,6,37,4,0,Block Group 4, Census Tract 1316, Los Angeles County, California,131600
15000US060371317011,53884,150,6,37,1,0,Block Group 1, Census Tract 1317.01, Los Angeles County, California,131701
15000US060371317012,51917,150,6,37,2,0,Block Group 2, Census Tract 1317.01, Los Angeles County, California,131701
15000US060371317021,50455,150,6,37,1,0,Block Group 1, Census Tract 1317.02, Los Angeles County, California,131702
15000US060371317022,73309,150,6,37,2,0,Block Group 2, Census Tract 1317.02, Los Angeles County, California,131702
15000US060371318001,66833,150,6,37,1,0,Block Group 1, Census Tract 1318, Los Angeles County, California,131800
15000US060371318002,45250,150,6,37,2,0,Block Group 2, Census Tract 1318, Los Angeles County, California,131800
15000US060371319001,73936,150,6,37,1,0,Block Group 1, Census Tract 1319, Los Angeles County, California,131900
15000US060371319002,55625,150,6,37,2,0,Block Group 2, Census Tract 1319, Los Angeles County, California,131900
15000US060371319003,62674,150,6,37,3,0,Block Group 3, Census Tract 1319, Los Angeles County, California,131900
15000US060371319004,63500,150,6,37,4,0,Block Group 4, Census Tract 1319, Los Angeles County, California,131900
15000US060371320011,71250,150,6,37,1,0,Block Group 1, Census Tract 1320.01, Los Angeles County, California,132001
15000US060371320012,76458,150,6,37,2,0,Block Group 2, Census Tract 1320.01, Los Angeles County, California,132001
15000US060371320013,53940,150,6,37,3,0,Block Group 3, Census Tract 1320.01, Los Angeles County, California,132001
15000US060371320021,81780,150,6,37,1,0,Block Group 1, Census Tract 1320.02, Los Angeles County, California,132002
15000US060371320022,73438,150,6,37,2,0,Block Group 2, Census Tract 1320.02, Los Angeles County, California,132002
15000US060371320023,88321,150,6,37,3,0,Block Group 3, Census Tract 1320.02, Los Angeles County, California,132002
15000US060371321011,67917,150,6,37,1,0,Block Group 1, Census Tract 1321.01, Los Angeles County, California,132101
15000US060371321012,33050,150,6,37,2,0,Block Group 2, Census Tract 1321.01, Los Angeles County, California,132101
15000US060371321013,64279,150,6,37,3,0,Block Group 3, Census Tract 1321.01, Los Angeles County, California,132101
15000US060371321021,13688,150,6,37,1,0,Block Group 1, Census Tract 1321.02, Los Angeles County, California,132102
15000US060371321022,55250,150,6,37,2,0,Block Group 2, Census Tract 1321.02, Los Angeles County, California,132102
15000US060371321023,54623,150,6,37,3,0,Block Group 3, Census Tract 1321.02, Los Angeles County, California,132102
15000US060371323001,20236,150,6,37,1,0,Block Group 1, Census Tract 1323, Los Angeles County, California,132300
15000US060371323002,62188,150,6,37,2,0,Block Group 2, Census Tract 1323, Los Angeles County, California,132300
15000US060371323003,32451,150,6,37,3,0,Block Group 3, Census Tract 1323, Los Angeles County, California,132300
15000US060371325011,39245,150,6,37,1,0,Block Group 1, Census Tract 1325.01, Los Angeles County, California,132501
15000US060371325012,52500,150,6,37,2,0,Block Group 2, Census Tract 1325.01, Los Angeles County, California,132501
15000US060371325021,41667,150,6,37,1,0,Block Group 1, Census Tract 1325.02, Los Angeles County, California,132502
15000US060371325022,65341,150,6,37,2,0,Block Group 2, Census Tract 1325.02, Los Angeles County, California,132502
15000US060371327001,44375,150,6,37,1,0,Block Group 1, Census Tract 1327, Los Angeles County, California,132700
15000US060371327002,90833,150,6,37,2,0,Block Group 2, Census Tract 1327, Los Angeles County, California,132700
15000US060371327003,75107,150,6,37,3,0,Block Group 3, Census Tract 1327, Los Angeles County, California,132700
15000US060371327004,28778,150,6,37,4,0,Block Group 4, Census Tract 1327, Los Angeles County, California,132700
15000US060371329001,74425,150,6,37,1,0,Block Group 1, Census Tract 1329, Los Angeles County, California,132900
15000US060371329002,61875,150,6,37,2,0,Block Group 2, Census Tract 1329, Los Angeles County, California,132900
15000US060371330001,65347,150,6,37,1,0,Block Group 1, Census Tract 1330, Los Angeles County, California,133000
15000US060371330002,67857,150,6,37,2,0,Block Group 2, Census Tract 1330, Los Angeles County, California,133000
15000US060371330003,69479,150,6,37,3,0,Block Group 3, Census Tract 1330, Los Angeles County, California,133000
15000US060371331001,45972,150,6,37,1,0,Block Group 1, Census Tract 1331, Los Angeles County, California,133100
15000US060371331002,38333,150,6,37,2,0,Block Group 2, Census Tract 1331, Los Angeles County, California,133100
15000US060371331003,75625,150,6,37,3,0,Block Group 3, Census Tract 1331, Los Angeles County, California,133100
15000US060371331004,77986,150,6,37,4,0,Block Group 4, Census Tract 1331, Los Angeles County, California,133100
15000US060371340011,30532,150,6,37,1,0,Block Group 1, Census Tract 1340.01, Los Angeles County, California,134001
15000US060371340012,55893,150,6,37,2,0,Block Group 2, Census Tract 1340.01, Los Angeles County, California,134001
15000US060371340021,75156,150,6,37,1,0,Block Group 1, Census Tract 1340.02, Los Angeles County, California,134002
15000US060371340022,45947,150,6,37,2,0,Block Group 2, Census Tract 1340.02, Los Angeles County, California,134002
15000US060371341011,69102,150,6,37,1,0,Block Group 1, Census Tract 1341.01, Los Angeles County, California,134101
15000US060371341012,72782,150,6,37,2,0,Block Group 2, Census Tract 1341.01, Los Angeles County, California,134101
15000US060371341031,51149,150,6,37,1,0,Block Group 1, Census Tract 1341.03, Los Angeles County, California,134103
15000US060371341032,79146,150,6,37,2,0,Block Group 2, Census Tract 1341.03, Los Angeles County, California,134103
15000US060371341041,54306,150,6,37,1,0,Block Group 1, Census Tract 1341.04, Los Angeles County, California,134104
15000US060371341042,62813,150,6,37,2,0,Block Group 2, Census Tract 1341.04, Los Angeles County, California,134104
15000US060371342011,96771,150,6,37,1,0,Block Group 1, Census Tract 1342.01, Los Angeles County, California,134201
15000US060371342012,97074,150,6,37,2,0,Block Group 2, Census Tract 1342.01, Los Angeles County, California,134201
15000US060371342013,69207,150,6,37,3,0,Block Group 3, Census Tract 1342.01, Los Angeles County, California,134201
15000US060371343021,73500,150,6,37,1,0,Block Group 1, Census Tract 1343.02, Los Angeles County, California,134302
15000US060371343022,76033,150,6,37,2,0,Block Group 2, Census Tract 1343.02, Los Angeles County, California,134302
15000US060371343023,98333,150,6,37,3,0,Block Group 3, Census Tract 1343.02, Los Angeles County, California,134302
15000US060371343031,102557,150,6,37,1,0,Block Group 1, Census Tract 1343.03, Los Angeles County, California,134303
15000US060371343032,47212,150,6,37,2,0,Block Group 2, Census Tract 1343.03, Los Angeles County, California,134303
15000US060371343033,90662,150,6,37,3,0,Block Group 3, Census Tract 1343.03, Los Angeles County, California,134303
15000US060371343034,88068,150,6,37,4,0,Block Group 4, Census Tract 1343.03, Los Angeles County, California,134303
15000US060371343041,28214,150,6,37,1,0,Block Group 1, Census Tract 1343.04, Los Angeles County, California,134304
15000US060371343042,102750,150,6,37,2,0,Block Group 2, Census Tract 1343.04, Los Angeles County, California,134304
15000US060371343051,32731,150,6,37,1,0,Block Group 1, Census Tract 1343.05, Los Angeles County, California,134305
15000US060371343061,63351,150,6,37,1,0,Block Group 1, Census Tract 1343.06, Los Angeles County, California,134306
15000US060371344211,105625,150,6,37,1,0,Block Group 1, Census Tract 1344.21, Los Angeles County, California,134421
15000US060371344221,65508,150,6,37,1,0,Block Group 1, Census Tract 1344.22, Los Angeles County, California,134422
15000US060371344222,109673,150,6,37,2,0,Block Group 2, Census Tract 1344.22, Los Angeles County, California,134422
15000US060371344231,95278,150,6,37,1,0,Block Group 1, Census Tract 1344.23, Los Angeles County, California,134423
15000US060371344232,50326,150,6,37,2,0,Block Group 2, Census Tract 1344.23, Los Angeles County, California,134423
15000US060371344241,125833,150,6,37,1,0,Block Group 1, Census Tract 1344.24, Los Angeles County, California,134424
15000US060371344242,144063,150,6,37,2,0,Block Group 2, Census Tract 1344.24, Los Angeles County, California,134424
15000US060371345201,38403,150,6,37,1,0,Block Group 1, Census Tract 1345.20, Los Angeles County, California,134520
15000US060371345202,38125,150,6,37,2,0,Block Group 2, Census Tract 1345.20, Los Angeles County, California,134520
15000US060371345211,40515,150,6,37,1,0,Block Group 1, Census Tract 1345.21, Los Angeles County, California,134521
15000US060371345221,39970,150,6,37,1,0,Block Group 1, Census Tract 1345.22, Los Angeles County, California,134522
15000US060371347101,28839,150,6,37,1,0,Block Group 1, Census Tract 1347.10, Los Angeles County, California,134710
15000US060371347102,66122,150,6,37,2,0,Block Group 2, Census Tract 1347.10, Los Angeles County, California,134710
15000US060371347201,66250,150,6,37,1,0,Block Group 1, Census Tract 1347.20, Los Angeles County, California,134720
15000US060371347202,34574,150,6,37,2,0,Block Group 2, Census Tract 1347.20, Los Angeles County, California,134720
15000US060371347203,60759,150,6,37,3,0,Block Group 3, Census Tract 1347.20, Los Angeles County, California,134720
15000US060371348001,63500,150,6,37,1,0,Block Group 1, Census Tract 1348, Los Angeles County, California,134800
15000US060371348002,69833,150,6,37,2,0,Block Group 2, Census Tract 1348, Los Angeles County, California,134800
15000US060371348003,50647,150,6,37,3,0,Block Group 3, Census Tract 1348, Los Angeles County, California,134800
15000US060371348004,72188,150,6,37,4,0,Block Group 4, Census Tract 1348, Los Angeles County, California,134800
15000US060371348005,73611,150,6,37,5,0,Block Group 5, Census Tract 1348, Los Angeles County, California,134800
15000US060371349011,37557,150,6,37,1,0,Block Group 1, Census Tract 1349.01, Los Angeles County, California,134901
15000US060371349012,102396,150,6,37,2,0,Block Group 2, Census Tract 1349.01, Los Angeles County, California,134901
15000US060371349013,110982,150,6,37,3,0,Block Group 3, Census Tract 1349.01, Los Angeles County, California,134901
15000US060371349031,55895,150,6,37,1,0,Block Group 1, Census Tract 1349.03, Los Angeles County, California,134903
15000US060371349041,38286,150,6,37,1,0,Block Group 1, Census Tract 1349.04, Los Angeles County, California,134904
15000US060371349042,66725,150,6,37,2,0,Block Group 2, Census Tract 1349.04, Los Angeles County, California,134904
15000US060371349051,91250,150,6,37,1,0,Block Group 1, Census Tract 1349.05, Los Angeles County, California,134905
15000US060371351021,77222,150,6,37,1,0,Block Group 1, Census Tract 1351.02, Los Angeles County, California,135102
15000US060371351022,60694,150,6,37,2,0,Block Group 2, Census Tract 1351.02, Los Angeles County, California,135102
15000US060371351023,95682,150,6,37,3,0,Block Group 3, Census Tract 1351.02, Los Angeles County, California,135102
15000US060371351111,87150,150,6,37,1,0,Block Group 1, Census Tract 1351.11, Los Angeles County, California,135111
15000US060371351112,83068,150,6,37,2,0,Block Group 2, Census Tract 1351.11, Los Angeles County, California,135111
15000US060371351113,80441,150,6,37,3,0,Block Group 3, Census Tract 1351.11, Los Angeles County, California,135111
15000US060371351131,75536,150,6,37,1,0,Block Group 1, Census Tract 1351.13, Los Angeles County, California,135113
15000US060371351141,64803,150,6,37,1,0,Block Group 1, Census Tract 1351.14, Los Angeles County, California,135114
15000US060371351142,22287,150,6,37,2,0,Block Group 2, Census Tract 1351.14, Los Angeles County, California,135114
15000US060371352011,67315,150,6,37,1,0,Block Group 1, Census Tract 1352.01, Los Angeles County, California,135201
15000US060371352012,114875,150,6,37,2,0,Block Group 2, Census Tract 1352.01, Los Angeles County, California,135201
15000US060371352021,71750,150,6,37,1,0,Block Group 1, Census Tract 1352.02, Los Angeles County, California,135202
15000US060371352022,98281,150,6,37,2,0,Block Group 2, Census Tract 1352.02, Los Angeles County, California,135202
15000US060371352023,85357,150,6,37,3,0,Block Group 3, Census Tract 1352.02, Los Angeles County, California,135202
15000US060371352031,77847,150,6,37,1,0,Block Group 1, Census Tract 1352.03, Los Angeles County, California,135203
15000US060371352032,54646,150,6,37,2,0,Block Group 2, Census Tract 1352.03, Los Angeles County, California,135203
15000US060371352033,75240,150,6,37,3,0,Block Group 3, Census Tract 1352.03, Los Angeles County, California,135203
15000US060371352034,134839,150,6,37,4,0,Block Group 4, Census Tract 1352.03, Los Angeles County, California,135203
15000US060371352035,86111,150,6,37,5,0,Block Group 5, Census Tract 1352.03, Los Angeles County, California,135203
15000US060371352036,175577,150,6,37,6,0,Block Group 6, Census Tract 1352.03, Los Angeles County, California,135203
15000US060371370001,87461,150,6,37,1,0,Block Group 1, Census Tract 1370, Los Angeles County, California,137000
15000US060371370002,100481,150,6,37,2,0,Block Group 2, Census Tract 1370, Los Angeles County, California,137000
15000US060371371031,63173,150,6,37,1,0,Block Group 1, Census Tract 1371.03, Los Angeles County, California,137103
15000US060371371032,84764,150,6,37,2,0,Block Group 2, Census Tract 1371.03, Los Angeles County, California,137103
15000US060371371041,101635,150,6,37,1,0,Block Group 1, Census Tract 1371.04, Los Angeles County, California,137104
15000US060371371042,75132,150,6,37,2,0,Block Group 2, Census Tract 1371.04, Los Angeles County, California,137104
15000US060371372011,52611,150,6,37,1,0,Block Group 1, Census Tract 1372.01, Los Angeles County, California,137201
15000US060371372012,70357,150,6,37,2,0,Block Group 2, Census Tract 1372.01, Los Angeles County, California,137201
15000US060371372013,80500,150,6,37,3,0,Block Group 3, Census Tract 1372.01, Los Angeles County, California,137201
15000US060371373011,148505,150,6,37,1,0,Block Group 1, Census Tract 1373.01, Los Angeles County, California,137301
15000US060371373021,85662,150,6,37,1,0,Block Group 1, Census Tract 1373.02, Los Angeles County, California,137302
15000US060371373022,113077,150,6,37,2,0,Block Group 2, Census Tract 1373.02, Los Angeles County, California,137302
15000US060371374011,66815,150,6,37,1,0,Block Group 1, Census Tract 1374.01, Los Angeles County, California,137401
15000US060371374012,108342,150,6,37,2,0,Block Group 2, Census Tract 1374.01, Los Angeles County, California,137401
15000US060371374013,105198,150,6,37,3,0,Block Group 3, Census Tract 1374.01, Los Angeles County, California,137401
15000US060371374021,74276,150,6,37,1,0,Block Group 1, Census Tract 1374.02, Los Angeles County, California,137402
15000US060371374022,104167,150,6,37,2,0,Block Group 2, Census Tract 1374.02, Los Angeles County, California,137402
15000US060371374023,79656,150,6,37,3,0,Block Group 3, Census Tract 1374.02, Los Angeles County, California,137402
15000US060371375011,68427,150,6,37,1,0,Block Group 1, Census Tract 1375.01, Los Angeles County, California,137501
15000US060371375012,49583,150,6,37,2,0,Block Group 2, Census Tract 1375.01, Los Angeles County, California,137501
15000US060371375021,43138,150,6,37,1,0,Block Group 1, Census Tract 1375.02, Los Angeles County, California,137502
15000US060371375022,77813,150,6,37,2,0,Block Group 2, Census Tract 1375.02, Los Angeles County, California,137502
15000US060371375023,102000,150,6,37,3,0,Block Group 3, Census Tract 1375.02, Los Angeles County, California,137502
15000US060371375041,139773,150,6,37,1,0,Block Group 1, Census Tract 1375.04, Los Angeles County, California,137504
15000US060371380001,123090,150,6,37,1,0,Block Group 1, Census Tract 1380, Los Angeles County, California,138000
15000US060371380002,101989,150,6,37,2,0,Block Group 2, Census Tract 1380, Los Angeles County, California,138000
15000US060371380003,111477,150,6,37,3,0,Block Group 3, Census Tract 1380, Los Angeles County, California,138000
15000US060371390011,100069,150,6,37,1,0,Block Group 1, Census Tract 1390.01, Los Angeles County, California,139001
15000US060371390012,54932,150,6,37,2,0,Block Group 2, Census Tract 1390.01, Los Angeles County, California,139001
