GEOID,B19013_001E,SUMLEVEL,ST,COUNTY,BLKGRP,COMPONENT,NAME,TRACT,,,
15000US060373006003,59531,150,6,37,3,0,Block Group 3, Census Tract 3006, Los Angeles County, California,300600
15000US060373006004,41017,150,6,37,4,0,Block Group 4, Census Tract 3006, Los Angeles County, California,300600
15000US060373006005,66914,150,6,37,5,0,Block Group 5, Census Tract 3006, Los Angeles County, California,300600
15000US060373007011,94412,150,6,37,1,0,Block Group 1, Census Tract 3007.01, Los Angeles County, California,300701
15000US060373007012,121382,150,6,37,2,0,Block Group 2, Census Tract 3007.01, Los Angeles County, California,300701
15000US060373007013,83663,150,6,37,3,0,Block Group 3, Census Tract 3007.01, Los Angeles County, California,300701
15000US060373007014,127240,150,6,37,4,0,Block Group 4, Census Tract 3007.01, Los Angeles County, California,300701
15000US060373007015,136250,150,6,37,5,0,Block Group 5, Census Tract 3007.01, Los Angeles County, California,300701
15000US060373007021,131250,150,6,37,1,0,Block Group 1, Census Tract 3007.02, Los Angeles County, California,300702
15000US060373007022,140391,150,6,37,2,0,Block Group 2, Census Tract 3007.02, Los Angeles County, California,300702
15000US060373008001,82274,150,6,37,1,0,Block Group 1, Census Tract 3008, Los Angeles County, California,300800
15000US060373008002,61338,150,6,37,2,0,Block Group 2, Census Tract 3008, Los Angeles County, California,300800
15000US060373008003,76429,150,6,37,3,0,Block Group 3, Census Tract 3008, Los Angeles County, California,300800
15000US060373008004,80714,150,6,37,4,0,Block Group 4, Census Tract 3008, Los Angeles County, California,300800
15000US060373008005,50375,150,6,37,5,0,Block Group 5, Census Tract 3008, Los Angeles County, California,300800
15000US060373009011,132958,150,6,37,1,0,Block Group 1, Census Tract 3009.01, Los Angeles County, California,300901
15000US060373009012,81655,150,6,37,2,0,Block Group 2, Census Tract 3009.01, Los Angeles County, California,300901
15000US060373009013,116701,150,6,37,3,0,Block Group 3, Census Tract 3009.01, Los Angeles County, California,300901
15000US060373009021,106094,150,6,37,1,0,Block Group 1, Census Tract 3009.02, Los Angeles County, California,300902
15000US060373009022,132604,150,6,37,2,0,Block Group 2, Census Tract 3009.02, Los Angeles County, California,300902
15000US060373010001,64896,150,6,37,1,0,Block Group 1, Census Tract 3010, Los Angeles County, California,301000
15000US060373010002,53161,150,6,37,2,0,Block Group 2, Census Tract 3010, Los Angeles County, California,301000
15000US060373010003,43500,150,6,37,3,0,Block Group 3, Census Tract 3010, Los Angeles County, California,301000
15000US060373010004,39135,150,6,37,4,0,Block Group 4, Census Tract 3010, Los Angeles County, California,301000
15000US060373011001,93026,150,6,37,1,0,Block Group 1, Census Tract 3011, Los Angeles County, California,301100
15000US060373011002,74519,150,6,37,2,0,Block Group 2, Census Tract 3011, Los Angeles County, California,301100
15000US060373011003,86250,150,6,37,3,0,Block Group 3, Census Tract 3011, Los Angeles County, California,301100
15000US060373011004,170120,150,6,37,4,0,Block Group 4, Census Tract 3011, Los Angeles County, California,301100
15000US060373011005,49314,150,6,37,5,0,Block Group 5, Census Tract 3011, Los Angeles County, California,301100
15000US060373011006,64667,150,6,37,6,0,Block Group 6, Census Tract 3011, Los Angeles County, California,301100
15000US060373012031,65121,150,6,37,1,0,Block Group 1, Census Tract 3012.03, Los Angeles County, California,301203
15000US060373012032,49932,150,6,37,2,0,Block Group 2, Census Tract 3012.03, Los Angeles County, California,301203
15000US060373012041,65568,150,6,37,1,0,Block Group 1, Census Tract 3012.04, Los Angeles County, California,301204
15000US060373012042,53444,150,6,37,2,0,Block Group 2, Census Tract 3012.04, Los Angeles County, California,301204
15000US060373012043,27500,150,6,37,3,0,Block Group 3, Census Tract 3012.04, Los Angeles County, California,301204
15000US060373012051,96765,150,6,37,1,0,Block Group 1, Census Tract 3012.05, Los Angeles County, California,301205
15000US060373012052,58750,150,6,37,2,0,Block Group 2, Census Tract 3012.05, Los Angeles County, California,301205
15000US060373012053,70250,150,6,37,3,0,Block Group 3, Census Tract 3012.05, Los Angeles County, California,301205
15000US060373012061,27415,150,6,37,1,0,Block Group 1, Census Tract 3012.06, Los Angeles County, California,301206
15000US060373012062,69559,150,6,37,2,0,Block Group 2, Census Tract 3012.06, Los Angeles County, California,301206
15000US060373012063,140833,150,6,37,3,0,Block Group 3, Census Tract 3012.06, Los Angeles County, California,301206
15000US060373012064,63750,150,6,37,4,0,Block Group 4, Census Tract 3012.06, Los Angeles County, California,301206
15000US060373013001,131940,150,6,37,1,0,Block Group 1, Census Tract 3013, Los Angeles County, California,301300
15000US060373013002,154900,150,6,37,2,0,Block Group 2, Census Tract 3013, Los Angeles County, California,301300
15000US060373014001,107188,150,6,37,1,0,Block Group 1, Census Tract 3014, Los Angeles County, California,301400
15000US060373014002,146875,150,6,37,2,0,Block Group 2, Census Tract 3014, Los Angeles County, California,301400
15000US060373014003,92500,150,6,37,3,0,Block Group 3, Census Tract 3014, Los Angeles County, California,301400
15000US060373014004,123509,150,6,37,4,0,Block Group 4, Census Tract 3014, Los Angeles County, California,301400
15000US060373015011,76125,150,6,37,1,0,Block Group 1, Census Tract 3015.01, Los Angeles County, California,301501
15000US060373015012,62244,150,6,37,2,0,Block Group 2, Census Tract 3015.01, Los Angeles County, California,301501
15000US060373015021,58507,150,6,37,1,0,Block Group 1, Census Tract 3015.02, Los Angeles County, California,301502
15000US060373015022,44176,150,6,37,2,0,Block Group 2, Census Tract 3015.02, Los Angeles County, California,301502
15000US060373015023,30096,150,6,37,3,0,Block Group 3, Census Tract 3015.02, Los Angeles County, California,301502
15000US060373016011,34545,150,6,37,1,0,Block Group 1, Census Tract 3016.01, Los Angeles County, California,301601
15000US060373016012,32557,150,6,37,2,0,Block Group 2, Census Tract 3016.01, Los Angeles County, California,301601
15000US060373016013,33768,150,6,37,3,0,Block Group 3, Census Tract 3016.01, Los Angeles County, California,301601
15000US060373016014,25481,150,6,37,4,0,Block Group 4, Census Tract 3016.01, Los Angeles County, California,301601
15000US060373016021,44958,150,6,37,1,0,Block Group 1, Census Tract 3016.02, Los Angeles County, California,301602
15000US060373016022,40259,150,6,37,2,0,Block Group 2, Census Tract 3016.02, Los Angeles County, California,301602
15000US060373016023,68438,150,6,37,3,0,Block Group 3, Census Tract 3016.02, Los Angeles County, California,301602
15000US060373017011,61944,150,6,37,1,0,Block Group 1, Census Tract 3017.01, Los Angeles County, California,301701
15000US060373017012,66890,150,6,37,2,0,Block Group 2, Census Tract 3017.01, Los Angeles County, California,301701
15000US060373017021,56719,150,6,37,1,0,Block Group 1, Census Tract 3017.02, Los Angeles County, California,301702
15000US060373017022,41316,150,6,37,2,0,Block Group 2, Census Tract 3017.02, Los Angeles County, California,301702
15000US060373017023,36445,150,6,37,3,0,Block Group 3, Census Tract 3017.02, Los Angeles County, California,301702
15000US060373017024,56106,150,6,37,4,0,Block Group 4, Census Tract 3017.02, Los Angeles County, California,301702
15000US060373018011,41548,150,6,37,1,0,Block Group 1, Census Tract 3018.01, Los Angeles County, California,301801
15000US060373018012,47530,150,6,37,2,0,Block Group 2, Census Tract 3018.01, Los Angeles County, California,301801
15000US060373018013,39572,150,6,37,3,0,Block Group 3, Census Tract 3018.01, Los Angeles County, California,301801
15000US060373018021,33056,150,6,37,1,0,Block Group 1, Census Tract 3018.02, Los Angeles County, California,301802
15000US060373018022,34231,150,6,37,2,0,Block Group 2, Census Tract 3018.02, Los Angeles County, California,301802
15000US060373019001,30234,150,6,37,1,0,Block Group 1, Census Tract 3019, Los Angeles County, California,301900
15000US060373019002,45066,150,6,37,2,0,Block Group 2, Census Tract 3019, Los Angeles County, California,301900
15000US060373019003,63571,150,6,37,3,0,Block Group 3, Census Tract 3019, Los Angeles County, California,301900
15000US060373019004,69643,150,6,37,4,0,Block Group 4, Census Tract 3019, Los Angeles County, California,301900
15000US060373020021,40000,150,6,37,1,0,Block Group 1, Census Tract 3020.02, Los Angeles County, California,302002
15000US060373020022,42578,150,6,37,2,0,Block Group 2, Census Tract 3020.02, Los Angeles County, California,302002
15000US060373020023,42990,150,6,37,3,0,Block Group 3, Census Tract 3020.02, Los Angeles County, California,302002
15000US060373020031,31303,150,6,37,1,0,Block Group 1, Census Tract 3020.03, Los Angeles County, California,302003
15000US060373020041,50096,150,6,37,1,0,Block Group 1, Census Tract 3020.04, Los Angeles County, California,302004
15000US060373021021,29531,150,6,37,1,0,Block Group 1, Census Tract 3021.02, Los Angeles County, California,302102
15000US060373021022,41840,150,6,37,2,0,Block Group 2, Census Tract 3021.02, Los Angeles County, California,302102
15000US060373021023,33102,150,6,37,3,0,Block Group 3, Census Tract 3021.02, Los Angeles County, California,302102
15000US060373021024,49115,150,6,37,4,0,Block Group 4, Census Tract 3021.02, Los Angeles County, California,302102
15000US060373021025,86563,150,6,37,5,0,Block Group 5, Census Tract 3021.02, Los Angeles County, California,302102
15000US060373021031,53546,150,6,37,1,0,Block Group 1, Census Tract 3021.03, Los Angeles County, California,302103
15000US060373021032,35231,150,6,37,2,0,Block Group 2, Census Tract 3021.03, Los Angeles County, California,302103
15000US060373021033,40781,150,6,37,3,0,Block Group 3, Census Tract 3021.03, Los Angeles County, California,302103
15000US060373021041,85238,150,6,37,1,0,Block Group 1, Census Tract 3021.04, Los Angeles County, California,302104
15000US060373021042,60341,150,6,37,2,0,Block Group 2, Census Tract 3021.04, Los Angeles County, California,302104
15000US060373021043,37083,150,6,37,3,0,Block Group 3, Census Tract 3021.04, Los Angeles County, California,302104
15000US060373022011,32159,150,6,37,1,0,Block Group 1, Census Tract 3022.01, Los Angeles County, California,302201
15000US060373022012,40662,150,6,37,2,0,Block Group 2, Census Tract 3022.01, Los Angeles County, California,302201
15000US060373022013,17982,150,6,37,3,0,Block Group 3, Census Tract 3022.01, Los Angeles County, California,302201
15000US060373022021,54375,150,6,37,1,0,Block Group 1, Census Tract 3022.02, Los Angeles County, California,302202
15000US060373022022,31198,150,6,37,2,0,Block Group 2, Census Tract 3022.02, Los Angeles County, California,302202
15000US060373022023,21667,150,6,37,3,0,Block Group 3, Census Tract 3022.02, Los Angeles County, California,302202
15000US060373022024,21250,150,6,37,4,0,Block Group 4, Census Tract 3022.02, Los Angeles County, California,302202
15000US060373023011,51576,150,6,37,1,0,Block Group 1, Census Tract 3023.01, Los Angeles County, California,302301
15000US060373023012,51346,150,6,37,2,0,Block Group 2, Census Tract 3023.01, Los Angeles County, California,302301
15000US060373023021,40000,150,6,37,1,0,Block Group 1, Census Tract 3023.02, Los Angeles County, California,302302
15000US060373023022,34837,150,6,37,2,0,Block Group 2, Census Tract 3023.02, Los Angeles County, California,302302
15000US060373023023,32386,150,6,37,3,0,Block Group 3, Census Tract 3023.02, Los Angeles County, California,302302
15000US060373023024,29766,150,6,37,4,0,Block Group 4, Census Tract 3023.02, Los Angeles County, California,302302
15000US060373024011,41190,150,6,37,1,0,Block Group 1, Census Tract 3024.01, Los Angeles County, California,302401
15000US060373024012,28333,150,6,37,2,0,Block Group 2, Census Tract 3024.01, Los Angeles County, California,302401
15000US060373024013,31250,150,6,37,3,0,Block Group 3, Census Tract 3024.01, Los Angeles County, California,302401
15000US060373024014,39186,150,6,37,4,0,Block Group 4, Census Tract 3024.01, Los Angeles County, California,302401
15000US060373024015,53466,150,6,37,5,0,Block Group 5, Census Tract 3024.01, Los Angeles County, California,302401
15000US060373025031,37000,150,6,37,1,0,Block Group 1, Census Tract 3025.03, Los Angeles County, California,302503
15000US060373025032,24625,150,6,37,2,0,Block Group 2, Census Tract 3025.03, Los Angeles County, California,302503
15000US060373025033,37438,150,6,37,3,0,Block Group 3, Census Tract 3025.03, Los Angeles County, California,302503
15000US060373025041,45163,150,6,37,1,0,Block Group 1, Census Tract 3025.04, Los Angeles County, California,302504
15000US060373025042,22850,150,6,37,2,0,Block Group 2, Census Tract 3025.04, Los Angeles County, California,302504
15000US060373025043,28403,150,6,37,3,0,Block Group 3, Census Tract 3025.04, Los Angeles County, California,302504
15000US060373025051,22995,150,6,37,1,0,Block Group 1, Census Tract 3025.05, Los Angeles County, California,302505
15000US060373025052,44671,150,6,37,2,0,Block Group 2, Census Tract 3025.05, Los Angeles County, California,302505
15000US060373025053,66193,150,6,37,3,0,Block Group 3, Census Tract 3025.05, Los Angeles County, California,302505
15000US060373025061,58333,150,6,37,1,0,Block Group 1, Census Tract 3025.06, Los Angeles County, California,302506
15000US060373025062,62375,150,6,37,2,0,Block Group 2, Census Tract 3025.06, Los Angeles County, California,302506
15000US060373025063,35400,150,6,37,3,0,Block Group 3, Census Tract 3025.06, Los Angeles County, California,302506
15000US060373101001,141607,150,6,37,1,0,Block Group 1, Census Tract 3101, Los Angeles County, California,310100
15000US060373101002,152824,150,6,37,2,0,Block Group 2, Census Tract 3101, Los Angeles County, California,310100
15000US060373101003,73663,150,6,37,3,0,Block Group 3, Census Tract 3101, Los Angeles County, California,310100
15000US060373101004,92344,150,6,37,4,0,Block Group 4, Census Tract 3101, Los Angeles County, California,310100
15000US060373102011,91083,150,6,37,1,0,Block Group 1, Census Tract 3102.01, Los Angeles County, California,310201
15000US060373102012,93269,150,6,37,2,0,Block Group 2, Census Tract 3102.01, Los Angeles County, California,310201
15000US060373102013,59492,150,6,37,3,0,Block Group 3, Census Tract 3102.01, Los Angeles County, California,310201
15000US060373102014,38750,150,6,37,4,0,Block Group 4, Census Tract 3102.01, Los Angeles County, California,310201
15000US060373102021,75500,150,6,37,1,0,Block Group 1, Census Tract 3102.02, Los Angeles County, California,310202
15000US060373102022,63537,150,6,37,2,0,Block Group 2, Census Tract 3102.02, Los Angeles County, California,310202
15000US060373102023,62222,150,6,37,3,0,Block Group 3, Census Tract 3102.02, Los Angeles County, California,310202
15000US060373103001,96250,150,6,37,1,0,Block Group 1, Census Tract 3103, Los Angeles County, California,310300
15000US060373103002,71667,150,6,37,2,0,Block Group 2, Census Tract 3103, Los Angeles County, California,310300
15000US060373103003,81719,150,6,37,3,0,Block Group 3, Census Tract 3103, Los Angeles County, California,310300
15000US060373103004,148854,150,6,37,4,0,Block Group 4, Census Tract 3103, Los Angeles County, California,310300
15000US060373104001,76944,150,6,37,1,0,Block Group 1, Census Tract 3104, Los Angeles County, California,310400
15000US060373104002,101125,150,6,37,2,0,Block Group 2, Census Tract 3104, Los Angeles County, California,310400
15000US060373104003,42027,150,6,37,3,0,Block Group 3, Census Tract 3104, Los Angeles County, California,310400
15000US060373105011,57969,150,6,37,1,0,Block Group 1, Census Tract 3105.01, Los Angeles County, California,310501
15000US060373105012,40272,150,6,37,2,0,Block Group 2, Census Tract 3105.01, Los Angeles County, California,310501
15000US060373105013,57667,150,6,37,3,0,Block Group 3, Census Tract 3105.01, Los Angeles County, California,310501
15000US060373106011,47907,150,6,37,1,0,Block Group 1, Census Tract 3106.01, Los Angeles County, California,310601
15000US060373106012,69783,150,6,37,2,0,Block Group 2, Census Tract 3106.01, Los Angeles County, California,310601
15000US060373106013,42422,150,6,37,3,0,Block Group 3, Census Tract 3106.01, Los Angeles County, California,310601
15000US060373106021,72120,150,6,37,1,0,Block Group 1, Census Tract 3106.02, Los Angeles County, California,310602
15000US060373106022,90165,150,6,37,2,0,Block Group 2, Census Tract 3106.02, Los Angeles County, California,310602
15000US060373107011,52938,150,6,37,1,0,Block Group 1, Census Tract 3107.01, Los Angeles County, California,310701
15000US060373107012,12032,150,6,37,2,0,Block Group 2, Census Tract 3107.01, Los Angeles County, California,310701
15000US060373107021,38405,150,6,37,1,0,Block Group 1, Census Tract 3107.02, Los Angeles County, California,310702
15000US060373107022,27132,150,6,37,2,0,Block Group 2, Census Tract 3107.02, Los Angeles County, California,310702
15000US060373107023,67823,150,6,37,3,0,Block Group 3, Census Tract 3107.02, Los Angeles County, California,310702
15000US060373107031,53214,150,6,37,1,0,Block Group 1, Census Tract 3107.03, Los Angeles County, California,310703
15000US060373107032,56053,150,6,37,2,0,Block Group 2, Census Tract 3107.03, Los Angeles County, California,310703
15000US060373108001,66944,150,6,37,1,0,Block Group 1, Census Tract 3108, Los Angeles County, California,310800
15000US060373108002,128056,150,6,37,2,0,Block Group 2, Census Tract 3108, Los Angeles County, California,310800
15000US060373108003,32500,150,6,37,3,0,Block Group 3, Census Tract 3108, Los Angeles County, California,310800
15000US060373108004,82269,150,6,37,4,0,Block Group 4, Census Tract 3108, Los Angeles County, California,310800
15000US060373108005,88438,150,6,37,5,0,Block Group 5, Census Tract 3108, Los Angeles County, California,310800
15000US060373109001,39920,150,6,37,1,0,Block Group 1, Census Tract 3109, Los Angeles County, California,310900
15000US060373109002,71719,150,6,37,2,0,Block Group 2, Census Tract 3109, Los Angeles County, California,310900
15000US060373109003,75583,150,6,37,3,0,Block Group 3, Census Tract 3109, Los Angeles County, California,310900
15000US060373109004,48944,150,6,37,4,0,Block Group 4, Census Tract 3109, Los Angeles County, California,310900
15000US060373109005,127768,150,6,37,5,0,Block Group 5, Census Tract 3109, Los Angeles County, California,310900
15000US060373109006,92250,150,6,37,6,0,Block Group 6, Census Tract 3109, Los Angeles County, California,310900
15000US060373110001,73472,150,6,37,1,0,Block Group 1, Census Tract 3110, Los Angeles County, California,311000
15000US060373110002,133021,150,6,37,2,0,Block Group 2, Census Tract 3110, Los Angeles County, California,311000
15000US060373110003,60288,150,6,37,3,0,Block Group 3, Census Tract 3110, Los Angeles County, California,311000
15000US060373110004,56724,150,6,37,4,0,Block Group 4, Census Tract 3110, Los Angeles County, California,311000
15000US060373111001,97955,150,6,37,1,0,Block Group 1, Census Tract 3111, Los Angeles County, California,311100
15000US060373111002,77663,150,6,37,2,0,Block Group 2, Census Tract 3111, Los Angeles County, California,311100
15000US060373111003,96154,150,6,37,3,0,Block Group 3, Census Tract 3111, Los Angeles County, California,311100
15000US060373112001,104444,150,6,37,1,0,Block Group 1, Census Tract 3112, Los Angeles County, California,311200
15000US060373112002,52813,150,6,37,2,0,Block Group 2, Census Tract 3112, Los Angeles County, California,311200
15000US060373112003,93750,150,6,37,3,0,Block Group 3, Census Tract 3112, Los Angeles County, California,311200
15000US060373113001,59500,150,6,37,1,0,Block Group 1, Census Tract 3113, Los Angeles County, California,311300
15000US060373113002,54375,150,6,37,2,0,Block Group 2, Census Tract 3113, Los Angeles County, California,311300
15000US060373113003,67212,150,6,37,3,0,Block Group 3, Census Tract 3113, Los Angeles County, California,311300
15000US060373114001,69000,150,6,37,1,0,Block Group 1, Census Tract 3114, Los Angeles County, California,311400
15000US060373114002,82750,150,6,37,2,0,Block Group 2, Census Tract 3114, Los Angeles County, California,311400
15000US060373115001,69315,150,6,37,1,0,Block Group 1, Census Tract 3115, Los Angeles County, California,311500
15000US060373115002,80370,150,6,37,2,0,Block Group 2, Census Tract 3115, Los Angeles County, California,311500
15000US060373115003,80225,150,6,37,3,0,Block Group 3, Census Tract 3115, Los Angeles County, California,311500
15000US060373116001,73011,150,6,37,1,0,Block Group 1, Census Tract 3116, Los Angeles County, California,311600
15000US060373116002,85250,150,6,37,2,0,Block Group 2, Census Tract 3116, Los Angeles County, California,311600
15000US060373116003,85643,150,6,37,3,0,Block Group 3, Census Tract 3116, Los Angeles County, California,311600
15000US060373116004,100532,150,6,37,4,0,Block Group 4, Census Tract 3116, Los Angeles County, California,311600
15000US060373116005,81563,150,6,37,5,0,Block Group 5, Census Tract 3116, Los Angeles County, California,311600
15000US060373117001,77500,150,6,37,1,0,Block Group 1, Census Tract 3117, Los Angeles County, California,311700
15000US060373117002,55746,150,6,37,2,0,Block Group 2, Census Tract 3117, Los Angeles County, California,311700
15000US060373117003,78477,150,6,37,3,0,Block Group 3, Census Tract 3117, Los Angeles County, California,311700
15000US060373117004,86797,150,6,37,4,0,Block Group 4, Census Tract 3117, Los Angeles County, California,311700
15000US060373117005,101765,150,6,37,5,0,Block Group 5, Census Tract 3117, Los Angeles County, California,311700
15000US060373117006,50822,150,6,37,6,0,Block Group 6, Census Tract 3117, Los Angeles County, California,311700
15000US060373118011,44970,150,6,37,1,0,Block Group 1, Census Tract 3118.01, Los Angeles County, California,311801
15000US060373118012,70522,150,6,37,2,0,Block Group 2, Census Tract 3118.01, Los Angeles County, California,311801
15000US060373118021,47857,150,6,37,1,0,Block Group 1, Census Tract 3118.02, Los Angeles County, California,311802
15000US060373118022,39735,150,6,37,2,0,Block Group 2, Census Tract 3118.02, Los Angeles County, California,311802
15000US060373200001,null,150,6,37,1,0,Block Group 1, Census Tract 3200, Los Angeles County, California,320000
15000US060373201001,59904,150,6,37,1,0,Block Group 1, Census Tract 3201, Los Angeles County, California,320100
15000US060373201002,56906,150,6,37,2,0,Block Group 2, Census Tract 3201, Los Angeles County, California,320100
15000US060373201003,58227,150,6,37,3,0,Block Group 3, Census Tract 3201, Los Angeles County, California,320100
15000US060373201004,76700,150,6,37,4,0,Block Group 4, Census Tract 3201, Los Angeles County, California,320100
15000US060373202011,17596,150,6,37,1,0,Block Group 1, Census Tract 3202.01, Los Angeles County, California,320201
15000US060373202012,45651,150,6,37,2,0,Block Group 2, Census Tract 3202.01, Los Angeles County, California,320201
15000US060373202013,58000,150,6,37,3,0,Block Group 3, Census Tract 3202.01, Los Angeles County, California,320201
15000US060373202021,65156,150,6,37,1,0,Block Group 1, Census Tract 3202.02, Los Angeles County, California,320202
15000US060373202022,63125,150,6,37,2,0,Block Group 2, Census Tract 3202.02, Los Angeles County, California,320202
15000US060373202023,59077,150,6,37,3,0,Block Group 3, Census Tract 3202.02, Los Angeles County, California,320202
15000US060373202024,60625,150,6,37,4,0,Block Group 4, Census Tract 3202.02, Los Angeles County, California,320202
15000US060373203001,46373,150,6,37,1,0,Block Group 1, Census Tract 3203, Los Angeles County, California,320300
15000US060373203002,14215,150,6,37,2,0,Block Group 2, Census Tract 3203, Los Angeles County, California,320300
15000US060373203003,28056,150,6,37,3,0,Block Group 3, Census Tract 3203, Los Angeles County, California,320300
15000US060373203004,26750,150,6,37,4,0,Block Group 4, Census Tract 3203, Los Angeles County, California,320300
15000US060373203005,50691,150,6,37,5,0,Block Group 5, Census Tract 3203, Los Angeles County, California,320300
15000US060373203006,55164,150,6,37,6,0,Block Group 6, Census Tract 3203, Los Angeles County, California,320300
15000US060374002041,134177,150,6,37,1,0,Block Group 1, Census Tract 4002.04, Los Angeles County, California,400204
15000US060374002042,72407,150,6,37,2,0,Block Group 2, Census Tract 4002.04, Los Angeles County, California,400204
15000US060374002043,124083,150,6,37,3,0,Block Group 3, Census Tract 4002.04, Los Angeles County, California,400204
15000US060374002051,179028,150,6,37,1,0,Block Group 1, Census Tract 4002.05, Los Angeles County, California,400205
15000US060374002061,119625,150,6,37,1,0,Block Group 1, Census Tract 4002.06, Los Angeles County, California,400206
15000US060374002062,127303,150,6,37,2,0,Block Group 2, Census Tract 4002.06, Los Angeles County, California,400206
15000US060374002071,170395,150,6,37,1,0,Block Group 1, Census Tract 4002.07, Los Angeles County, California,400207
15000US060374002072,86570,150,6,37,2,0,Block Group 2, Census Tract 4002.07, Los Angeles County, California,400207
15000US060374002073,125526,150,6,37,3,0,Block Group 3, Census Tract 4002.07, Los Angeles County, California,400207
15000US060374002074,null,150,6,37,4,0,Block Group 4, Census Tract 4002.07, Los Angeles County, California,400207
15000US060374003021,81000,150,6,37,1,0,Block Group 1, Census Tract 4003.02, Los Angeles County, California,400302
15000US060374003022,67212,150,6,37,2,0,Block Group 2, Census Tract 4003.02, Los Angeles County, California,400302
15000US060374003041,67975,150,6,37,1,0,Block Group 1, Census Tract 4003.04, Los Angeles County, California,400304
15000US060374003042,63250,150,6,37,2,0,Block Group 2, Census Tract 4003.04, Los Angeles County, California,400304
15000US060374003043,86454,150,6,37,3,0,Block Group 3, Census Tract 4003.04, Los Angeles County, California,400304
15000US060374003044,75533,150,6,37,4,0,Block Group 4, Census Tract 4003.04, Los Angeles County, California,400304
15000US060374004021,99135,150,6,37,1,0,Block Group 1, Census Tract 4004.02, Los Angeles County, California,400402
15000US060374004022,79107,150,6,37,2,0,Block Group 2, Census Tract 4004.02, Los Angeles County, California,400402
15000US060374004031,113242,150,6,37,1,0,Block Group 1, Census Tract 4004.03, Los Angeles County, California,400403
15000US060374004032,80776,150,6,37,2,0,Block Group 2, Census Tract 4004.03, Los Angeles County, California,400403
15000US060374004041,117583,150,6,37,1,0,Block Group 1, Census Tract 4004.04, Los Angeles County, California,400404
15000US060374004042,107961,150,6,37,2,0,Block Group 2, Census Tract 4004.04, Los Angeles County, California,400404
15000US060374004043,110938,150,6,37,3,0,Block Group 3, Census Tract 4004.04, Los Angeles County, California,400404
15000US060374005011,110536,150,6,37,1,0,Block Group 1, Census Tract 4005.01, Los Angeles County, California,400501
15000US060374006021,56833,150,6,37,1,0,Block Group 1, Census Tract 4006.02, Los Angeles County, California,400602
15000US060374006022,41875,150,6,37,2,0,Block Group 2, Census Tract 4006.02, Los Angeles County, California,400602
15000US060374006023,60766,150,6,37,3,0,Block Group 3, Census Tract 4006.02, Los Angeles County, California,400602
15000US060374006031,80398,150,6,37,1,0,Block Group 1, Census Tract 4006.03, Los Angeles County, California,400603
15000US060374006032,57550,150,6,37,2,0,Block Group 2, Census Tract 4006.03, Los Angeles County, California,400603
15000US060374006041,83333,150,6,37,1,0,Block Group 1, Census Tract 4006.04, Los Angeles County, California,400604
15000US060374006042,46818,150,6,37,2,0,Block Group 2, Census Tract 4006.04, Los Angeles County, California,400604
15000US060374008001,81250,150,6,37,1,0,Block Group 1, Census Tract 4008, Los Angeles County, California,400800
15000US060374009001,120278,150,6,37,1,0,Block Group 1, Census Tract 4009, Los Angeles County, California,400900
15000US060374009002,62361,150,6,37,2,0,Block Group 2, Census Tract 4009, Los Angeles County, California,400900
15000US060374009003,61477,150,6,37,3,0,Block Group 3, Census Tract 4009, Los Angeles County, California,400900
15000US060374010011,116346,150,6,37,1,0,Block Group 1, Census Tract 4010.01, Los Angeles County, California,401001
15000US060374010012,76875,150,6,37,2,0,Block Group 2, Census Tract 4010.01, Los Angeles County, California,401001
15000US060374010013,98333,150,6,37,3,0,Block Group 3, Census Tract 4010.01, Los Angeles County, California,401001
15000US060374010021,108226,150,6,37,1,0,Block Group 1, Census Tract 4010.02, Los Angeles County, California,401002
15000US060374010022,47023,150,6,37,2,0,Block Group 2, Census Tract 4010.02, Los Angeles County, California,401002
15000US060374010023,55842,150,6,37,3,0,Block Group 3, Census Tract 4010.02, Los Angeles County, California,401002
15000US060374011011,81950,150,6,37,1,0,Block Group 1, Census Tract 4011.01, Los Angeles County, California,401101
15000US060374011012,37917,150,6,37,2,0,Block Group 2, Census Tract 4011.01, Los Angeles County, California,401101
15000US060374011013,84375,150,6,37,3,0,Block Group 3, Census Tract 4011.01, Los Angeles County, California,401101
15000US060374011014,56331,150,6,37,4,0,Block Group 4, Census Tract 4011.01, Los Angeles County, California,401101
15000US060374011021,48750,150,6,37,1,0,Block Group 1, Census Tract 4011.02, Los Angeles County, California,401102
15000US060374011022,62875,150,6,37,2,0,Block Group 2, Census Tract 4011.02, Los Angeles County, California,401102
15000US060374011023,75147,150,6,37,3,0,Block Group 3, Census Tract 4011.02, Los Angeles County, California,401102
15000US060374012011,79330,150,6,37,1,0,Block Group 1, Census Tract 4012.01, Los Angeles County, California,401201
15000US060374012012,100559,150,6,37,2,0,Block Group 2, Census Tract 4012.01, Los Angeles County, California,401201
15000US060374012021,82344,150,6,37,1,0,Block Group 1, Census Tract 4012.02, Los Angeles County, California,401202
15000US060374012022,93929,150,6,37,2,0,Block Group 2, Census Tract 4012.02, Los Angeles County, California,401202
15000US060374012023,66406,150,6,37,3,0,Block Group 3, Census Tract 4012.02, Los Angeles County, California,401202
15000US060374012031,77273,150,6,37,1,0,Block Group 1, Census Tract 4012.03, Los Angeles County, California,401203
15000US060374012032,60886,150,6,37,2,0,Block Group 2, Census Tract 4012.03, Los Angeles County, California,401203
